VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE
1HCFYEED6NZ182017,13040,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,15-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,FTW,US,Summit Car Trading,Castle Rock,13 36101/314339,Crowncar Dealership,Castle Rock,CO,1,801041922,23,24983,0,0 0312,Lgmxt05.3386,US,13,FE9,FTB,130,Freg_Pol,299.77,299.77,91.4,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQE,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,K2220222Jw9X1892,8042172,B2220222Xnlx9720,2809401941,6,1,N,Tf18543,,10,0,1
1HCFDEED5SZ117691,13025,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,15-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,FTW,US,Prestige Drive Motors,Bolingbrook,13 11298/227245,Northstar Wheels,Bolingbrook,IL,1,604403522,12,24925,0,0 0890,Lgmxt05.3386,US,13,FE9,FTB,130,Freg_Pol,432.68,432.68,113.09,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,T1222871Mf1X0294,17749294,R2222892Ckjx0778,2809189012,4,1,N,Cf18543,,10,0,1
3HNKBHRS8SS220860,13029,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,15-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Uc,RAM,MX,Premiumauto Traders,Summerside,14 87095/121126,Sterling Auto Traders,Summerside,PE,1,C1N4T8,7,12782,0,0 0890,Lgmxt03.6151,CA,14,FE9,FTB,130,Freg_Pol,249.69,321.43,61.57,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3V,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",,W2212292Jdrx0490,822972980,22212299Ckbp2994,2820879995,4,1,N,1Nr26,Lt,16,0,1
1HR49SE7XRF103023,13026,Replaced Steering Wheel,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,15-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Urbandrive Sales,West Chester,13 18721/318683,Redwood Car Traders,Bridgeton,NJ,1,83021210,10,29910,0,0 0890,D06.6230,US,48,NE1,FUM,130,Freg_Pol,487.54,487.54,71.41,L8T,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",MKM,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",,T2210924Mgux2424,8042172,Y0210881Msfx0080,2809417819,4,1,Y,Tf30743,,10,0,1
3HRFFEE82RH175165,13029,Replaced Steering Wheel Now Okay,Customer States Heated Steering Wheel Inop,16-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgf,SIL,MX,Nova Car Dealership,Roseville,11 44425/117433,Crestwood Auto,Mankato,MN,1,560015400,2,35493.25,0,0 0310,T03.0351,US,48,FE9,FTB,130,Freg_Pol,511.39,511.39,72.57,LZ0,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5",MQC,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",,V2212994M8Ux0120,287827,S1211071Cnjx2104,2809889290,4,1,N,Tf30743,,10,0,1
3HCND9ED5SH144160,13027,Replaced Steering Wheel,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,16-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Heated Steering Wheel Module Replacement,Full Size Trucks,Single Cab,T1Rcf,SIL,MX,Citywide Motors,Kuwait City,72 32325/122620,Blueridge Motors,Kuwait City,CA,4,907551909,4,4421,0,0 0312,Lgmxt05.3386,KW,72,FE9,FTB,130,Freg_Pol,297.03,297.03,108.055,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,A2221281Mf1X2447,287827,S2210212Ccjx0718,2809421088,4,1,N,Cf10743,,15,0,4
1HYKSSRL1RZ101481,13039,Remove And Replace Steering Wheel,Customer States Heated Steering Wheel Inop,16-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Jet Black,Heated Steering Wheel Module Replacement,Bev,4 Door Utility,L233-Lsop,SHT,US,Grandview Autos,Smithtown,13 02015/169651,Swiftroad Car Sales,Bay Shore,NY,1,117061211,7,7199,0,0 0312,J00.0017,US,12,NE1,FF6,130,Freg_Pol,737.49,737.49,84.22,EN0,None,MF1,None,,V2210291Mftx0188,167638281.4,21210129Ikbp0429,2809907807,16,1,Y,6Mb26,Tech 2,10,0,1
1HR49REY4SF251024,13029,"Checked - Found Dtc'S U0229 - U1530 Set In Bcm. Found Pip5883J, Verifi Ed Rpo Options. Tested Per Si - Was Inconclusive.Testedperwiring Sc Hematic - All Circuits Tested Ok. Looks Like Faulty Heated S-W Module. Ordered New Module 9-26-23.1-2, Replacedheated S-W Module.",Customer States Heated Steering Wheel Inop,16-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Automax Traders,Jacksonville,11 29473/309845,Vanguard Auto Group,Saint Augustine,FL,1,320864239,10,22629,0,0 0310,D06.6398,US,48,FE9,FTB,130,Freg_Pol,521.02,521.02,90.02,L5P,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MGM,"Byt 9 Spd, 9T65, Gen 1",,R2210481Mrax0489,8042172,Y0222780Mkfx0277,2809880890,8,1,N,Tf30743,,18,0,1
3HCFDFED5SH364828,13030,Replaced Steering Wheel Now Okay,Customer States Heated Steering Wheel Inop,16-01-2024,Wheel Asm-Strg *Black,Steering Wheel Replacement,Full Size Trucks,Extended Cab,T1Ccf,SIL,MX,Horizon Auto Sales,Ventura,13 20488/318645,Ironclad Wheels,Ventura,CA,1,930038585,21,35493.25,0,0 0890,Lgmxt05.3386,US,13,YF5,FUC,2400,Freg_Pol,330.16,468.16,330.16,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,A2212791Mf1X2247,287827,S2212292Ckjx0982,2809782877,2,1,N,Cf18543,,18,0,1
2HC4YSEY1S1701193,13030,Replaced Steering Wheel Now Okay,Heated Steering Wheel Inop,16-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Steering Wheel Replacement,Full Size Trucks,Extended Cab,T1Cch,OS2,CA,Liberty Lane Motors,Cottondale,13 08499/193576,Legacyauto Traders,Cottondale,AL,1,354534327,12,26487,0,0 0890,D06.6398,US,13,FE9,FTB,2400,Freg_Pol,227.2,227.2,131.06,L5P,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MGM,"Byt 9 Spd, 9T65, Gen 1",,R1222721Mrax0207,8042172,Y0222910Mkfx0172,2809784288,2,1,N,Cf30743,,23,0,1
1HKS2JKL9MR285352,13030,Replaced Steering Wheel Now Okay,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,17-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Utility,4 Door Utility,T1Ygf,ARL,US,Redline Autos,Signal Hill,11 46346/118677,Crystalpeak Motors,Signal Hill,CA,1,907551909,35,28635,0,0 0890,T06.2375,US,48,YF5,FUF,130,Freg_Pol,519.97,519.97,86.57,L87,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQC,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",,K2220292Cu8X1719,287827,S2220492Cfjx2190,2809782194,4,1,N,6F10906,,10,0,1
1HNSKRKD0RR120386,13030,"Approved 4.9(Olh) For Added Diagnostics With Tcsc To Figure Out And Co Mplete Programming While Replacing The Steering Wheelassembly. Rob W. 1-2-24 3-31Pm Olh For Open Tac Case, Contact Tcsc Case # 9-1156925877 4 Multiple Times And Completed Drive Motorsoftware Update Programming . Performed System Check As Per Customers Concern, Steering Wheel Comi Ng Apart. Contacted Tac Case#9-11503916151 "" Please Be Aware If A Dea Ler Receives A Replacement Super Cruise Steering Wheel Part Number 850 13816. Onceinstalled They Will Need To Contact Tcsc And Request This Below. Applies To 2023 And 2024. Order And Replaced Steering Wheel, Contacted Tcsc Many Times And Also Get Assistance From Fse Bill M. To Co Mpleted Programming. Per Tcsc Programmed Drive Motor Controlmodule 1 Wcc-Fdyz196959052 Prog, Set Up Wcc-0Syy196956992. After Programming Co Mpleted Performed A Drive Cycle And Check Steeringwheel Operation, Op Erating Normally At This Time. Mileage In 5522, Mileage Out 5532. Char Ge Vehicle Soon!!!",Customer States Heated Steering Wheel Inop,17-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Utility,4 Door Utility,T1Ucf,ARL,US,Velocity Car Sales,Saint Clairsville,13 04248/111492,Redrock Auto Co.,Saint Clairsville,MN,1,563013832,21,35493.25,0,0 0890,Lgmxt05.3386,US,13,FE9,FTB,130,Freg_Pol,411.41,411.41,62.06,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,K2211181Mf1X0909,287827,S2211222Ckjx2809,2809712980,6,1,Y,Cf10906,,10,0,1
1HCFDEER5NZ580922,13026,"Checked - Found Dtc'S U0229 - U1530 Set In Bcm. Found Pip5883J, Verifi Ed Rpo Options. Tested Per Si - Was Inconclusive.Testedperwiring Sc Hematic - All Circuits Tested Ok. Looks Like Faulty Heated S-W Module. Ordered New Module 9-26-23.1-2, Replacedheated S-W Module.",Customer States Heated Steering Wheel Inop,17-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Steering Wheel Replacement,Full Size Trucks,Extended Cab,T1Ccf,FTW,US,Elitecar Dealership,Cranbrook,14 82077/120490,Prestigecar Sales,Cranbrook,BC,1,V1C3T1,10,35617,0,0 0310,Lgmxt05.3386,CA,14,FE9,FTB,2400,Freg_Pol,270.52,284.04,206.58,LM2,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MQC,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",,V2222782Cvcx0429,17749294,R2212281Cnjx0022,2809492491,2,1,N,Cf18543,,16,0,1
1HRS9EED3MZ313803,13035,"Approved 4.9(Olh) For Added Diagnostics With Tcsc To Figure Out And Co Mplete Programming While Replacing The Steering Wheelassembly. Rob W. 1-2-24 3-31Pm Olh For Open Tac Case, Contact Tcsc Case # 9-1156925877 4 Multiple Times And Completed Drive Motorsoftware Update Programming . Performed System Check As Per Customers Concern, Steering Wheel Comi Ng Apart. Contacted Tac Case#9-11503916151 "" Please Be Aware If A Dea Ler Receives A Replacement Super Cruise Steering Wheel Part Number 850 13816. Onceinstalled They Will Need To Contact Tcsc And Request This Below. Applies To 2023 And 2024. Order And Replaced Steering Wheel, Contacted Tcsc Many Times And Also Get Assistance From Fse Bill M. To Co Mpleted Programming. Per Tcsc Programmed Drive Motor Controlmodule 1 Wcc-Fdyz196959052 Prog, Set Up Wcc-0Syy196956992. After Programming Co Mpleted Performed A Drive Cycle And Check Steeringwheel Operation, Op Erating Normally At This Time. Mileage In 5522, Mileage Out 5532. Char Ge Vehicle Soon!!!",Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,18-01-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgf,FTW,US,Silvercrest Autos,Surrey,14 81004/234107,Titanedge Motors,Abbotsford,BC,1,V2T5M1,32,45624,0,0 0310,Lgmxt05.3386,CA,14,FE9,FTB,130,Freg_Pol,423.92,445.12,74.2,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQB,"Byt 10 Spd, 10R80, Atss, Etrs, Cpa, Gen 2",,T2222012Cu7X2279,17749294,R2222042Bkjx0249,2820049088,6,1,N,Tf18543,,10,0,1
2HCFDEED4R1147650,13030,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,18-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,OS2,CA,Metroauto Traders,Stillwater,13 05361/112424,Dreamcar Auto Sales,Stillwater,OK,1,740741552,3,4566,0,0 0890,T05.3330,US,13,FE9,FTB,130,Freg_Pol,500.38,500.38,74.99,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,K2212844Mgsx0749,17749294,R2212882Ckjx0981,2809788409,4,1,Y,Cf18543,,34,0,1
1HR49XEY0RF190021,13028,Replaced Steering Wheel Now Okay,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,18-01-2024,Wheel Asm-Strg *Jet Black,Steering Wheel Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Riverside Motors,Lake Charles,48 51076/308210,Summitstar Motors,Lake Charles,LA,1,706073232,5,10261,0,0 0890,D06.6398,US,48,FE9,FTB,50,Freg_Pol,315.63,403.63,86.79,L5P,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MGM,"Byt 9 Spd, 9T65, Gen 1",,R4212824Jfhx0082,8042172,Y0212221Mkfx0187,2809929908,2,1,N,Tf30743,,18,1,1
1HR19SEY5RF265525,13054,Steering Wheel Replacement,Customer States Heated Steering Wheel Inop,19-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Sterling Auto Group,Winnipeg,14 95298/171152,Velocityedge Auto,Mississauga,ON,1,L4W2M7,21,9021,0,0 0310,D06.6385,CA,14,FE9,FTB,130,Freg_Pol,405.29,457.98,83.26,L5P,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MGM,"Byt 9 Spd, 9T65, Gen 1",,R2212894Jfhx0788,8042172,Y0212891Mkfx2099,2820879995,4,1,N,Tf30743,,23,0,1
1HCFYEEL0NZ210174,13056,Remove And Replace Steering Wheel,Steering Wheel Coming Apart,20-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,FTW,US,Sapphire Auto Sales,Grand Rapids,13 44044/115181,Truepeak Motors,Grand Rapids,MI,1,495121613,23,35452,0,0 0316,T06.2375,US,13,FE9,FTB,130,Freg_Pol,259.93,787.93,66.47,L87,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQB,"Byt 10 Spd, 10R80, Atss, Etrs, Cpa, Gen 2",,T2220122Jw4X0820,17749294,R2220182Xkjx0922,2820898281,6,1,Y,Tf18543,,37,0,1
1HCFDEED0NZ543303,13030,Removed And Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,22-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,FTW,US,Powerdrive Motors,New Smyrna Beach,13 15248/260637,Crestwood Auto,New Castle,DE,1,197203125,15,35201,0,0 0312,Lgmxt05.3386,US,13,NE1,FUC,130,Freg_Pol,514,514,77.1,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,K2222122Jw9X0288,17749294,R2220972Ckjx0987,2809777780,4,1,N,Cf18543,,15,0,1
1HCRYDED2NZ208869,13037,"Approved 4.9(Olh) For Added Diagnostics With Tcsc To Figure Out And Co Mplete Programming While Replacing The Steering Wheelassembly. Rob W. 1-2-24 3-31Pm Olh For Open Tac Case, Contact Tcsc Case # 9-1156925877 4 Multiple Times And Completed Drive Motorsoftware Update Programming . Performed System Check As Per Customers Concern, Steering Wheel Comi Ng Apart. Contacted Tac Case#9-11503916151 "" Please Be Aware If A Dea Ler Receives A Replacement Super Cruise Steering Wheel Part Number 850 13816. Onceinstalled They Will Need To Contact Tcsc And Request This Below. Applies To 2023 And 2024. Order And Replaced Steering Wheel, Contacted Tcsc Many Times And Also Get Assistance From Fse Bill M. To Co Mpleted Programming. Per Tcsc Programmed Drive Motor Controlmodule 1 Wcc-Fdyz196959052 Prog, Set Up Wcc-0Syy196956992. After Programming Co Mpleted Performed A Drive Cycle And Check Steeringwheel Operation, Op Erating Normally At This Time. Mileage In 5522, Mileage Out 5532. Char Ge Vehicle Soon!!!",Customer States Heated Steering Wheel Inop,23-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Crew Cab,T1Ecf,FTW,US,Summit Ridge Autos,Kelowna,14 81160/292281,Highlander Car Sales,Kelowna,BC,1,V1X4H8,23,26802,0,0 0315,Lgmxt05.3386,CA,14,FE9,FTB,130,Freg_Pol,554.0625,604.695,127.98,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQE,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,T2220422Jw9X0999,8042172,C2241802Xnlx0099,2809889909,6,1,Y,Cf18543,,18,0,1
5HAERBKW0LJ197079,13033,Replaced Steering Wheel.,Customer States Heated Steering Wheel Inop,23-01-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Yb,DEL,US,Golden Peak Motors,Houston,11 45870/322530,Crestline Drive Auto,Houston,TX,1,770653605,49,39870,0,0 0890,T03.6151,US,48,FE9,FTB,130,Freg,200,200,68.86,LFY,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",K,,8042172,22291809Fkby0282,2809912981,6,1,Y,4Nb56,Essence,10,0,1
1HYKSDRS0SZ164445,13033,Replaced Steering Wheel Now Okay,Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,24-01-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Crossover Suv,4 Door Utility,C1Tl,SHT,US,Uptown Auto Sales,Wilmington,12 22145/119070,Goldengate Motors,Wilmington,DE,1,198064018,9,9090,0,0 0310,Lgmxt03.6151,US,12,NE1,FUC,130,Freg_Pol,1712.85,1712.85,81.85,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2222842Mstx0042,822972980,22221282Skbp2184,2809970894,6,1,N,6Nw26,Luxury,10,0,1
1H1JD5SB0L4142407,13039,"Checked - Found Dtc'S U0229 - U1530 Set In Bcm. Found Pip5883J, Verifi Ed Rpo Options. Tested Per Si - Was Inconclusive.Testedperwiring Sc Hematic - All Circuits Tested Ok. Looks Like Faulty Heated S-W Module. Ordered New Module 9-26-23.1-2, Replacedheated S-W Module.",Customer States Heated Steering Wheel Inop,25-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Global Gamma,4 Door Sedan,G1Sc,ORI,US,Dreamcars Auto,West Mifflin,13 13143/113496,Metrodrive Auto Sales,West Mifflin,PA,1,151222555,39,9109,0,0 0890,Lgmxv01.4099,US,13,NE1,FUB,130,Freg,412.41,412.41,62.4,LUV,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MH8,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",,0292F0482,249299971,928Zgwk0222A0928,2820019979,8,1,Y,1Jv69,Lt,10,0,1
1HYKN9RS3NZ156257,13034,"Checked - Found Dtc'S U0229 - U1530 Set In Bcm. Found Pip5883J, Verifi Ed Rpo Options. Tested Per Si - Was Inconclusive.Testedperwiring Sc Hematic - All Circuits Tested Ok. Looks Like Faulty Heated S-W Module. Ordered New Module 9-26-23.1-2, Replacedheated S-W Module.",Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,25-01-2024,Wheel Asm-Strg *Fawn,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Ul,SHT,US,Classic Car Traders,Queretaro Queretaro,23 05528/211854,Novacar Sales,Leon,GJ,1,37120,13,29915,0,0 0890,Dummi,MX,23,FE9,FTB,50,Freg_Pol,828.34,960.87,108.055,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2220922Jdrx0189,822972980,22220842Skbp2444,2820029101,4,1,Y,6Nj26,Export Only,14.13265306,0,1
1HRS9EED9MZ268771,13037,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,25-01-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgf,FTW,US,Stardrive Motors,Tampa,11 40142/318112,Primedrive Motors,Clearwater,FL,1,337646513,35,80805,0,0 0312,Lgmxt05.3386,US,48,FE9,FTB,130,Freg,554.0625,604.695,70.76,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQB,"Byt 10 Spd, 10R80, Atss, Etrs, Cpa, Gen 2",,T2220982Cu7X0748,17749294,R2220912Bkjx0288,2809914920,8,1,Y,Tf18543,,10,0,1
1HKS2JKL7SR422793,13033,Replaced Steering Wheel.,Steering Wheel Coming Apart,26-01-2024,Harness Asm-Strg Whl Horn Sw Wrg,Heated Steering Wheel Module Replacement,Full Size Utility,4 Door Utility,T1Ygf,ARL,US,Blackstone Auto Co.,Taylor,11 88570/298121,Platinum Peak Auto,Taylor,MI,1,481804639,5,12323,0,0 0310,T06.2375,US,48,FE9,FTB,130,Freg_Pol,963.92,963.92,56.55,L87,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,N2212971Mfyx0212,287827,S2211222Ckjx2809,2820007922,4,1,N,6F10906,,21,0,1
1HYKNHRS5NZ163005,13034,Replaced Steering Message No Longer Displayed,Customer States Heated Steering Wheel Inop,26-01-2024,Wheel Asm-Strg *Fawn,Steering Wheel Replacement,Crossover Suv,4 Door Utility,C1Ul,SHT,US,Platinum Wheelers,Fairfield,12 20802/117233,Silverroad Motors,Fairfield,OH,1,450144205,16,26760,0,0 0890,Lgmxt03.6151,US,12,FE9,FTB,50,Freg_Pol,697.51,697.51,65.86,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2220982Jdrx0999,822972980,22220922Skbp2889,2820229149,2,1,N,6Nj26,Sport,15,0,1
3HCFYHED7NH206711,13034,Replaced Steering Wheel,Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,26-01-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,SIL,MX,Primeauto Dealership,Escondido,13 20322/114691,Luxeline Auto,Temecula,CA,1,925914602,21,31458,0,0 0310,Lgmxt05.3386,US,13,YF5,FUC,130,Freg_Pol,250.47,250.47,77.69,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MQE,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,A2222292Jw9X2280,167638281.4,S2220212Xnl20712,2820202794,4,1,N,Tf18543,,10,0,1
1H1FW6S02N4102661,13054,Remove And Replace Steering Wheel Wire Harness,Customer States That They Are Getting A Message On The Dash Saying Driver Assist Message. Check And Advise,26-01-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Vulcan,Steering Wheel Replacement,Global Crossover Vehicles,4 Door Sedan,C110,ORI,US,Blue Ridge Motors,Trois Rivieres,14 86590/120963,Sunsetdrive Motors,Berthierville,PQ,1,J0K1A0,31,59355,0,0 0621,V00.0002,CA,14,FE9,FT7,2400,Freg_Pol,554.0625,604.695,102.14,EN0,None,MMF,"Byt 9 Spd, 9T60, Etrs Gen 1",,V2210291Mftx0188,167638281.4,21210129Ikbp0429,2822027490,2,1,N,1Fb48,Lt,10,0,1
